,name,country_reg,country,owner,users,purpose,description,CLO,TOO,longitude,perigee_km,apogee_km,eccentricity,inclination,period_minutes,launch_mass,dry_mass,power_watts,launch_date,expected_lifetime_years,contractor,contractor_country,launch_site,launch_vehicle,COSPAR,NORAD,comments,launch_year,launch_month,launch_day,nickname,radians,apogeeR,perigeeR,majorA,semimajorA,fDistance,minorA,semiminorA,meanmotion,period_seconds,simple_seconds,T_long,sec_per_longdegree,time_till_longitude,meanAnom,Efromcenter,eccentricAnom,trueAnom,flightpath,distanceAt,cartX,cartY,trueAnomadj,dif
37,AIST-2,Russia,Russia,Samara State Aerospace University SGAU,Civil,Technology Development,,LEO,Non-Polar Inclined,173.0,558,582,0.00173,64.88,96.06,53.0,,,2013-04-19,3.0,Samara State Aerospace University SGAU,Russia,Baikonur Cosmodrome,Soyuz 2.1a,2013-015D,39133,Designed to measure the Earths geomagnetic field and test out a new satellite design.,2013,4,19,,3.01941960595019,6953,6929,13882,6941.0,24,13881.979253694337,6940.989626847168,0.0010917816696436869,5754.983328516738,5763.6,2765.589210648321,15.986064801435383,2765.589210648321,3.01941960595019,12.0,3.019630078510828,3.0198403706718637,0.0002104728678251494,581.9187324519289,6736.233330516772,-1673.509230886464,6.0396807413437275,0.0
40,ALiCE  ,NR,USA,US Air Force Institute of Technology,Military,Technology Development,,LEO,Polar,229.0,443,886,0.0315,120.3,98.0,5.0,,,2013-12-06,,US Air Force Institute of Technology,USA,Vandenberg AFB,Atlas 5,2013-072F,39467,Testing a potential lightweight propulsion system for microsatellites based on an array of advanced carbon nanotubes for accelerating ions.,2013,12,6,(AFIT LEO iMESA CNT E),3.9968039870670147,7257,6814,14071,7035.5,443,14064.024744005537,7032.012372002769,0.0010698586787067144,5872.911471611314,5880.0,3735.8242416638636,16.313642976698095,3735.8242416638636,3.9968039870670147,221.5,3.973511984539679,2.332719161430891,0.023292945252993958,813.7506240438806,-330.2000062818465,-7024.263237342137,4.665438322861782,0.0
46,Altair-1 ,NR (10/17),USA,Millennium Space Systems,Commercial,Technology Demonstration,,LEO,Non-Polar Inclined,247.0,401,404,0.000221,51.6,92.6,10.0,,,2017-05-18,0.25,Millennium Space Systems,USA,International Space Station,Nanorack Deployer,1998-067LS,42711,,2017,5,18,(Altair Pathfinder),4.310963252425994,6775,6772,13547,6773.5,3,13546.999667823131,6773.4998339115655,0.0011325285588529123,5547.926591399641,5556.0,3806.494077988087,15.410907198332337,3806.494077988087,4.310963252425994,1.5,4.310759838418502,1.9726288739797613,0.00020341400544547238,403.0851827039978,-4701.302504118165,-4876.274792162642,3.9452577479595226,0.0
65,Amsat-Oscar 7 ,USA,USA,Amsat-NA,Civil,Communications,,LEO,Polar,254.0,1440,1459,0.00121,101.4,114.9,29.0,,,1974-11-15,,Amsat-NA,USA,Vandenberg AFB,Delta 2310,1974-089B,7530,American amateur radio satellite.,1974,11,15,(AO-7),4.4331363000655974,7830,7811,15641,7820.5,19,15640.98845981289,7820.494229906445,0.0009128871303534302,6882.762499617022,6894.0,4856.171319174233,19.118784721158395,4856.171319174232,4.433136300065597,9.5,4.43197356121157,1.8523742896779707,0.0011627383950539153,1452.118877325618,-6612.815457932059,-4175.028891845731,3.7047485793559414,0.0
72,AOBA-Velox 3 ,NR (10/17),Singapore/Japan,Nanyang Technological University/Kyushu Institute of Technology,Civil,Technology Development,,LEO,Non-Polar Inclined,120.0,398,407,0.000664,51.64,92.61,2.0,,,2016-12-09,0.5,Nanyang Technological University/Kyushu Institute of Technology,Singapore/Japan,International Space Station,Nanorack Deployer,1998-067KX,41936,Micropropulsion development.,2016,12,9,,2.0943951023931953,6778,6769,13547,6773.5,9,13546.997010407878,6773.498505203939,0.0011325285588529123,5547.926591399641,5556.6,1849.3088637998803,15.410907198332337,1849.3088637998806,2.0943951023931957,4.5,2.0949699524111027,2.095544706877314,0.00057484998630992,404.7510406917381,-3373.253847237687,-5873.793110446481,4.191089413754628,0.0
88,ARC-1 ,NR,USA,University of Alaska-Fairbanks,Civil,Technology Development,,LEO,Non-Polar Inclined,57.0,497,801,0.0217,64.78,97.71,1.0,,,2015-10-08,,University of Alaska-Fairbanks,USA,Cape Canaveral,Atlas 5,2015-058F,40969,Development of a cubesat platform by university students.,2015,10,8,(Alaska Research Satellite-1),0.9948376736367679,7172,6868,14040,7020.0,304,14036.708446070967,7018.354223035483,0.00107340396925599,5853.5141355352525,5862.599999999999,926.8064047930817,16.259761487597924,926.8064047930817,0.9948376736367677,152.0,3.0961756647815144,3.097150424111639,0.0009854416021146506,801.1769171143778,6992.28768305952,-623.0015293674377,6.194300848223278,0.0
118,Astrosat,NR,India,Telemetry Tracking and Command Network (ISTRAC) Centre,Government,Space Science,,LEO,Equatorial,275.0,632,649,0.00121,5.99,97.54,230.0,,,2015-09-28,5.0,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV C-30,2015-052A,40930,India's first space observatory.,2015,9,28,,4.799655442984406,7020,7003,14023,7011.5,17,14022.989695496464,7011.494847748232,0.0010753564826417748,5842.885971863021,5852.400000000001,4463.315672950918,16.230238810730615,4463.315672950919,4.799655442984407,8.5,4.79844992026716,1.485940971742583,0.0012055221398386768,639.7707672549341,-6910.770466069425,1184.2220037980426,2.971881943485166,0.0
120,Athenoxat-1  ,NR,Singapore,Microspace Rapid Pvt Ltd.,Commercial,Technology Development,,LEO,Equatorial,113.0,532,550,0.0013,14.98,95.46,6.0,,,2015-12-16,,Microspace Rapid Pvt Ltd.,Singapore,Satish Dhawan Space Centre,PSLV-C29,2015-077C,41168,Technology demonstrator nanosatellite for Earth remote sensing.,2015,12,16,((Athene Noctua Experimental Satellite),1.9722220547535925,6921,6903,13824,6912.0,18,13823.988281245032,6911.994140622516,0.0010986598934223713,5718.953922680478,5727.599999999999,1795.116092396928,15.885983118556883,1795.1160923969278,1.9722220547535925,9.0,2.2644276297098975,2.2654268231357624,0.0009996088302588167,546.7447960605823,-1247.8917238767613,-6798.4139242654755,4.530853646271525,0.0
121,Atlantis ,NR (10/17),USA,University of Michigan,Civil,Earth Science,,LEO,Non-Polar Inclined,322.0,396,409,0.0009599999999999999,51.6,92.6,2.0,,,2017-05-26,,University of Michigan ,USA,International Space Station,Nanorack Deployer,1998-067MS,42737,Earth science in the thermosphere.,2017,5,26,(QB50 - US02),5.619960191421741,6780,6767,13547,6773.5,13,13546.993762455197,6773.496881227598,0.0011325285588529123,5547.926591399641,5556.0,4962.312117863013,15.410907198332337,4962.312117863013,5.619960191421741,6.5,5.619368708954666,0.6644083044141919,0.0005914825672403442,397.3782816167495,1623.1008492102912,6576.154351845499,1.3288166088283837,0.0
131,BeEagleSat ,NR (10/17),Turkey,Istanbul Technical University/Turkish Air Force Academy,Civil,Earth Science,,LEO,Non-Polar Inclined,21.0,395,411,0.00118,51.6,92.6,2.0,,,2017-05-26,,Istanbul Technical University/Turkish Air Force Academy,Turkey,International Space Station,Nanorack Deployer,1998-067MR,42736,Earth science in the thermosphere.,2017,5,26,(QB 50 - TR01),0.3665191429188092,6782,6766,13548,6774.0,16,13547.990552107718,6773.995276053859,0.0011324031704937282,5548.5409003580535,5556.0,323.6648858542198,15.412613612105703,323.6648858542198,0.36651914291880916,8.0,0.3669424834617573,0.3673660573797682,0.0004233407744809853,395.53880625395595,5026.378227303089,4541.207895832792,0.7347321147595364,0.0
133,BeeSat-2 ,Germany,Germany,Institut für Luft- und Raumfahrt,Civil,Technology Development,,LEO,Non-Polar Inclined,39.0,555,579,0.00173,64.8,96.01,1.0,,,2013-04-19,1.0,Technische Universität Berlin,Germany,Baikonur Cosmodrome,Soyuz 2.1a,2013-015G,39136,Carrying a technology experiment using gyros and sensors for precise orientation.,2013,4,19,(Berlin Experimental and Educational Satellite 2),0.6806784082777885,6950,6926,13876,6938.0,24,13875.979244723596,6937.989622361798,0.0010924898778555462,5751.252651889904,5760.6,623.0523706214062,15.975701810805289,623.0523706214062,0.6806784082777886,12.0,2.5254481516017906,2.5264472017907345,0.000999755954456974,576.7955871316308,2317.03903776065,-6539.651837678379,5.052894403581469,0.0
134,BeeSat-3 ,Germany,Germany,Institut für Luft- und Raumfahrt,Civil,Technology Development,,LEO,Non-Polar Inclined,105.0,554,581,0.00195,64.8,96.01,1.0,,,2013-04-19,1.0,Technische Universität Berlin,Germany,Baikonur Cosmodrome,Soyuz 2.1a,2013-015E,39134,Will test high-speed data links (up to 1MB/s).,2013,4,19,(Berlin Experimental and Educational Satellite 3),1.8325957145940461,6952,6925,13877,6938.5,27,13876.973733491031,6938.486866745516,0.001092371789991171,5751.874375326343,5760.6,1677.6300261368503,15.977428820350953,1677.6300261368501,1.832595714594046,13.5,2.6033199045311175,2.6043187440457354,0.0009996763749150325,579.1168607432628,3303.6275086796145,-6101.531496265282,5.208637488091471,0.0
163,BisonSat ,NR,USA,Salish Kootenai College,Civil,Earth Observation/Technology Development,Optical Imaging,LEO,Non-Polar Inclined,4.0,497,801,0.0217,64.78,97.7,1.0,,,2015-10-08,,Salish Kootenai College,USA,Cape Canaveral,Atlas 5,2015-058E,40968,Mainly a training exercise for students with earth observation and cloud measurement capability.,2015,10,8,(Nwist Qwiqway),0.06981317007977318,7172,6868,14040,7020.0,304,14036.708446070967,7018.354223035483,0.00107340396925599,5853.5141355352525,5862.0,65.0390459503917,16.259761487597924,65.0390459503917,0.06981317007977317,152.0,3.095982830696662,3.0969617259438444,0.0009896227489340453,801.1755806110841,6992.0520114877245,-625.6397300290705,6.193923451887689,0.0
167,BRAC ONNESHA ,NR (10/17),Bangladesh,Kyushu Institute of Technology (KIT),Civil,Communications,Amateur Radio,LEO,Non-Polar Inclined,27.0,401,404,0.000221,51.6,94.6,2.0,,,2017-07-07,,Kyushu Institute of Technology (KIT),Japan,International Space Station,Nanorack Deployer,1998-067MX,42823,Five-country initiative for learning and capacity-building.,2017,7,7,(Bird BB),0.47123889803846897,6775,6772,13547,6773.5,3,13546.999667823131,6773.4998339115655,0.0011325285588529123,5547.926591399641,5676.0,416.0944943549731,15.410907198332337,416.0944943549731,0.47123889803846897,1.5,0.471339249699402,0.471439611241684,0.00010035166254158576,401.1662817806746,3979.163318501617,5481.474259830852,0.942879222483368,0.0
192,Cassiope ,NR,Canada,Canadian Space Agency,Government,Earth Science,,LEO,Elliptical,21.0,325,1486,0.0798,81.0,103.11,490.0,,600.0,2013-09-29,2.0,Canadian Space Agency,Canada,Vandenberg AFB,Falcon 9,2013-055A,39265,Study the effect of solar storms on radio communications satellite navigation and other ground-based technologies.,2013,9,29,(CAScade SmallSat and Ionospheric Polar Explorer),0.3665191429188092,7857,6696,14553,7276.5,1161,14506.615318536575,7253.307659268287,0.0010171501431868117,6177.244676478018,6186.6,360.33927279455105,17.159012990216716,360.33927279455105,0.3665191429188092,580.5,3.1297438005710125,3.1306544370641274,0.0009485410598449373,1486.1239391743266,7274.758881856277,-158.6638431893819,6.261308874128255,0.0
197,CFESat ,USA,USA,Los Alamos National Laboratory,Government,Technology Development,,LEO,Non-Polar Inclined,203.0,538,544,0.000434,35.4,95.5,159.0,,110.0,2007-03-09,,Surrey Satellite Technologies Ltd.,United Kingdom,Cape Canaveral,Atlas 5,2007-006F,30777,A number of experiments including a prototype supercomputer designed to process data onboard rather than sending raw information directly to Earth.,2007,3,9,(Cibola Flight Experiment Satellite),3.543018381548489,6915,6909,13824,6912.0,6,13823.998697916606,6911.999348958303,0.0010986598934223713,5718.953922680478,5730.0,3224.854573067047,15.885983118556883,3224.854573067047,3.543018381548489,3.0,3.5428488719576543,2.7405059109627667,0.00016950960273887084,543.7615364690573,4804.8484750068665,-4968.819827813705,5.4810118219255335,0.0
198,Challenger ,NR (10/17),USA,University of Colorado Boulder,Civil,Space Science,,LEO,Non-Polar Inclined,128.0,398,408,0.0007379999999999999,51.6,92.6,4.0,,,2017-05-26,,University of Colorado Boulder,USA,International Space Station,Nanorack Deployer,1998-067MA,42721,Carries the ion-neutral mass spectrometer as a science instrument.,2017,5,26,(QB50-US01/QBUS-1),2.234021442552742,6779,6769,13548,6774.0,10,13547.996309417862,6773.998154708931,0.0011324031704937282,5548.5409003580535,5556.0,1972.8145423495303,15.412613612105703,1972.81454234953,2.2340214425527414,5.0,2.234602730376032,2.2351838860392372,0.0005812878178797802,406.08011165959215,-1623.4935275247599,-6576.57366734936,4.4703677720784745,0.0
220,CINEMA-1 ,USA,USA,University of California-Berkeley/Imperial College-London,Civil,Space Science,,LEO,Non-Polar Inclined,314.0,484,791,0.0219,64.6,97.4,3.0,,,2012-09-13,,Space Sciences Laboratory (SSL) of the University of California Berkeley;  Kyung Hee University (KHU) Imperial College London,USA,Vandenberg AFB,Atlas 5,2012-048G,38764,Study of space weather effects in near-Earth space.,2012,9,13,(Cubesat for Ion Neutral Electron Magnetic fields),5.480333851262195,7162,6855,14017,7008.5,307,14013.637643381535,7006.818821690767,0.0010760470187024986,5839.136392716254,5844.0,5093.024520313621,16.219823313100704,5093.024520313621,5.480333851262195,153.5,5.464336948459488,0.8349653697670409,0.015997349030884987,532.6593248539548,-693.6460779631929,6972.4167920507225,1.6699307395340819,0.0
223,Columbia ,NR (10/17),USA,University of Turabo,Civil,Earth Science,,LEO,Non-Polar Inclined,342.0,401,404,0.000221,51.6,92.6,2.0,,,2017-04-18,0.25,University of Turabo,USA,International Space Station,Nanorack Deployer,1998-067LK,42702,Carries the Flux-?-Probe Experiment (FIPEX) of TU Dresden,2017,4,18,(QB50 - US04),5.969026041820607,6775,6772,13547,6773.5,3,13546.999667823131,6773.4998339115655,0.0011325285588529123,5547.926591399641,5556.0,5270.530261829659,15.410907198332337,5270.530261829659,5.969026041820607,1.5,5.968957734707822,0.31429588676430537,6.830711418675049e-05,401.07635373069206,5478.788527916582,3982.8604969831686,0.6285917735286107,0.0
228,Condor E2 ,NR,South Africa,Armed Forces,Military,Earth Observation,Radar Imaging,LEO,Polar,203.0,499,501,0.000146,74.75,94.62,,,,2014-12-19,,NPO Mashinostroyeniya,Russia,Baikonur Cosmodrome,Strela,2014-084A,40353,Radar earth observation satellite built for reportedly the military of South Africa under Project Flute.,2014,12,19,,3.543018381548489,6872,6870,13742,6871.0,2,13741.999854460777,6870.9999272303885,0.0011085082821860348,5668.1446662616045,5677.200000000001,3196.203797919738,15.744846295171124,3196.203797919738,3.543018381548489,1.0,3.5429613424694226,2.740280999956744,5.70390795193319e-05,500.9234415278197,4774.125183013012,-4941.494634187034,5.480561999913488,0.0
232,COSMIC-A ,NR,Taiwan/USA,National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder CO,Government/Civil,Earth Observation,Meteorology,LEO,Polar,241.0,764,836,0.00502,72.0,100.9,70.0,,46.0,2006-04-15,2.0,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur,2006-011A,29047,. . . Provide atmospheric data daily in real time over thousands of points on Earth for both research and operational weather forecasting by measuring the bending of radio signals from the U.S. Global Positioning System (GPS) as the signals pass through Earth's atmosphere.,2006,4,15,(Formosat-3A Constellation Observing System for Meteorology Ionosphere and Climate),4.2062434973063345,7207,7135,14342,7171.0,72,14341.819270929334,7170.909635464667,0.0010396790224891511,6043.389518561869,6054.0,4045.71353881503,16.787193107116305,4045.7135388150296,4.2062434973063345,36.0,4.201863566009295,2.0856962856904206,0.0043799163977714,817.5901143071478,-3692.9959069808447,-6146.874811622667,4.171392571380841,0.0
233,COSMIC-B ,NR,Taiwan/USA,National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder CO,Government/Civil,Earth Observation,Meteorology,LEO,Polar,111.0,769,831,0.00432,72.0,100.9,70.0,,46.0,2006-04-15,2.0,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur,2006-011B,29048,. . . Provide atmospheric data daily in real time over thousands of points on Earth for both research and operational weather forecasting by measuring the bending of radio signals from the U.S. Global Positioning System (GPS) as the signals pass through Earth's atmosphere.,2006,4,15,(Formosat-3B Constellation Observing System for Meteorology Ionosphere and Climate),1.9373154697137058,7202,7140,14342,7171.0,62,14341.86598738114,7170.93299369057,0.0010396790224891511,6043.389518561869,6054.0,1863.3784348899098,16.787193107116305,1863.3784348899098,1.9373154697137058,31.0,2.908102634634493,2.909100079912956,0.0009995457213109846,830.1381068878145,6409.64220702109,-3215.5146631051166,5.818200159825912,0.0
234,COSMIC-D ,NR,Taiwan/USA,National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder CO,Government/Civil,Earth Observation,Meteorology,LEO,Polar,247.0,669,746,0.0054399999999999995,72.0,98.9,70.0,,46.0,2006-04-15,2.0,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur,2006-011D,29050,. . . Provide atmospheric data daily in real time over thousands of points on Earth for both research and operational weather forecasting by measuring the bending of radio signals from the U.S. Global Positioning System (GPS) as the signals pass through Earth's atmosphere.,2006,4,15,(Formosat-3D Constellation Observing System for Meteorology Ionosphere and Climate),4.310963252425994,7117,7040,14157,7078.5,77,14156.790596741905,7078.395298370952,0.0010601248395680017,5926.835286436613,5934.0,4066.4675437495653,16.463431351212815,4066.4675437495653,4.310963252425994,38.5,4.305966327373867,1.9822105016233948,0.0049968949288069844,722.7228312065072,-4814.445634583678,-5188.976674407962,3.9644210032467897,0.0
235,COSMIC-E ,NR,Taiwan/USA,National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder CO,Government/Civil,Earth Observation,Meteorology,LEO,Polar,332.0,751,849,0.00683,72.0,100.9,70.0,,46.0,2006-04-15,2.0,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur,2006-011E,29051,. . . Provide atmospheric data daily in real time over thousands of points on Earth for both research and operational weather forecasting by measuring the bending of radio signals from the U.S. Global Positioning System (GPS) as the signals pass through Earth's atmosphere.,2006,4,15,(Formosat-3E Constellation Observing System for Meteorology Ionosphere and Climate),5.794493116621174,7220,7122,14342,7171.0,98,14341.665175285609,7170.832587642804,0.0010396790224891511,6043.389518561869,6054.0,5573.348111562614,16.787193107116305,5573.348111562614,5.794493116621174,49.0,5.791267171682976,0.4951538383571122,0.0032259922745360176,756.829456049858,3932.8102383408113,5996.21262114375,0.9903076767142244,0.0
236,COSMIC-F ,NR,Taiwan/USA,National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder CO,Government/Civil,Earth Observation,Meteorology,LEO,Polar,290.0,772,828,0.00391,72.0,100.9,70.0,,46.0,2006-04-15,2.0,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur,2006-011F,29052,. . . Provide atmospheric data daily in real time over thousands of points on Earth for both research and operational weather forecasting by measuring the bending of radio signals from the U.S. Global Positioning System (GPS) as the signals pass through Earth's atmosphere.,2006,4,15,(Formosat-3F Constellation Observing System for Meteorology Ionosphere and Climate),5.061454830783556,7199,7143,14342,7171.0,56,14341.890670340505,7170.945335170252,0.0010396790224891511,6043.389518561869,6054.0,4868.286001063729,16.787193107116305,4868.286001063729,5.061454830783556,28.0,5.057775712556038,1.2290911346483948,0.0036791048731515934,790.5072314845493,-5560.56389191496,4528.030212912008,2.4581822692967896,0.0
237,Cosmos 2504,NR,Russia,Ministry of Defense,Military,Technology Development,,LEO,Polar,217.0,1171,1504,0.0216,82.4,112.41,,,,2015-03-31,,Reshetnev,Russia,Plesetsk Cosmodrome,Rokot,2015-020D,40555,Unknown purpose; displays high maneuverability. ,2015,3,31,,3.7873644768276953,7875,7542,15417,7708.5,333,15413.403258203556,7706.701629101778,0.0009328547988091509,6735.43762137524,6744.599999999999,4059.972121773409,18.709548948264555,4059.972121773408,3.787364476827694,166.5,3.7745857127427023,2.5212682959616517,0.012779994738349915,1471.7452835334534,2498.962124259618,-7290.497359911282,5.042536591923303,0.0
244,CP-10 ,NR,USA,California Polytechnic State University/NASA JPL,Civil,Earth Observation,Earth Science,LEO,Elliptical,343.0,441,657,0.0156,99.1,95.6,4.0,,,2015-01-31,,California Polytechnic University/NASA JPL,USA,Vandenberg AFB,Delta 2,2015-003E,40380,Measuring the Elemental Composition of the Exosphere,2015,1,31,(Exocube),5.98647933434055,7028,6812,13840,6920.0,216,13838.314348214526,6919.157174107263,0.0010967552535949957,5728.885534474777,5736.0,5458.354828680134,15.913570929096604,5458.354828680135,5.986479334340551,108.0,5.981849262698176,0.30600109020233435,0.004630552894888957,445.91222984544675,5664.0157908197225,3975.1069565654066,0.6120021804046687,0.0
