,name,country_reg,country,owner,users,purpose,description,CLO,TOO,longitude,perigee_km,apogee_km,eccentricity,inclination,period_minutes,launch_mass,dry_mass,power_watts,launch_date,expected_lifetime_years,contractor,contractor_country,launch_site,launch_vehicle,COSPAR,NORAD,comments,launch_year,launch_month,launch_day,nickname,radians,apogeeR,perigeeR,majorA,semimajorA,fDistance,minorA,semiminorA,meanmotion,period_seconds,simple_seconds,T_long,sec_per_longdegree,time_till_longitude,meanAnom,Efromcenter,eccentricAnom,trueAnom,flightpath,distanceAt,cartX,cartY,trueAnomadj,dif
10,Advanced Orion 3 ,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Electronic Intelligence,GEO,,95.4,35589,35984,0.00468,3.2,1436.1,4500.0,,,2003-09-09,,TRW Space and Electronics,USA,Cape Canaveral,Titan IV,2003-041A,27937,Electronic intelligence (ELINT). ,2003,9,9,(Mentor NROL 19 USA 171),1.6650441064025905,42355,41960,84315,42157.5,395,84314.07474437468,42157.03737218734,7.293846042816265e-05,86143.65137810822,86166.0,22828.06761519868,239.28792049474504,22828.067615198677,1.66504410640259,197.5,2.926267056447293,2.9272647357929835,0.0009999652404602724,35979.24089382361,38343.311622777524,-17522.514693426376,5.854529471585967,0.0
11,Advanced Orion 4 ,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Electronic Intelligence,GEO,,44.0,35714,35937,0.00264,2.89,1438.8,5000.0,,,2009-01-18,,National Reconnaissance Laboratory (?),USA,Cape Canaveral,Delta 4 Heavy,2009-001A,33490,ELINT.,2009,1,18,(Mentor NRO L-26 USA 202),0.767944870877505,42308,42085,84393,42196.5,223,84392.7053719692,42196.3526859846,7.28373640371002e-05,86263.21655433884,86328.0,10543.28202330808,239.62004598427455,10543.28202330808,0.767944870877505,111.5,2.753625638042423,2.754623152122775,0.0009987344335687207,35928.61961141176,30177.376732204684,-29493.464905606936,5.50924630424555,0.0
12,Advanced Orion 5 ,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Electronic Intelligence,GEO,,100.9,35500,35500,0.0,0.0,1436.0,5000.0,,,2010-11-21,,National Reconnaissance Laboratory (?),USA,Cape Canaveral,Delta 4 Heavy,2010-063A,37232,ELINT.,2010,11,21,(Mentor NRO L-32 USA 223),1.7610372152622786,41871,41871,83742,41871.0,0,83742.0,41871.0,7.368835563016392e-05,85267.00390377009,86160.0,23898.446371917787,236.85278862158358,23898.446371917784,1.7610372152622784,0.0,1.7610372152622784,1.7610372152622784,0.0,35500.0,-38876.63005733074,-15549.542642323871,3.522074430524557,0.0
13,Advanced Orion 6 ,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Electronic Intelligence,GEO,,60.0,35771,35805,0.00040300000000000004,0.0,1436.1,5000.0,,,2012-06-29,,National Reconnaissance Laboratory(?),USA,Cape Canaveral,Delta 4 Heavy,2012-034A,38528,ELINT.,2012,6,29,(Mentor NRO L-15 USA 237),1.0471975511965976,42176,42142,84318,42159.0,34,84317.99314499841,42158.99657249921,7.293456778184279e-05,86148.24901648074,86166.0,14358.04150274679,239.3006917124465,14358.04150274679,1.0471975511965976,17.0,1.047546629773656,1.0478957434920164,0.00034907856996029343,35779.51009830322,-21130.46250172553,36481.291356844005,2.095791486984033,0.0
14,Advanced Orion 7 ,NR (12/16),USA,National Reconnaissance Office (NRO),Military,Earth Observation,Electronic Intelligence,GEO,,102.6,35613,35903,0.00344,7.51,1437.19,5000.0,,,2016-06-11,,National Reconnaissance Laboratory(?),USA,Cape Canaveral,Delta 4 Heavy,2016-036A,41584,ELINT.,2016,6,11,(Mentor NRO L-37 USA 268),1.790707812546182,42274,41984,84258,42129.0,290,84257.50093611843,42128.75046805922,7.301248654961818e-05,86056.31179140335,86231.40000000001,24526.048860549952,239.04531053167597,24526.048860549952,1.7907078125461817,145.0,2.847181173615301,2.848177743989283,0.000998213431591754,35896.688137383695,35080.82949305737,-23327.700199508767,5.696355487978566,0.0
15,AEHF-2 ,USA,USA,US Air Force,Military,Communications,,GEO,,240.0,35772,35801,0.000344,2.34,1436.1,6169.0,,,2012-05-03,14.0,Lockheed Martin Space Systems,USA,Cape Canaveral,Atlas 5,2012-019A,38254,Second in constellation.,2012,5,3,(Advanced Extremely High Frequency satellite-2 USA 235),4.1887902047863905,42172,42143,84315,42157.5,29,84314.99501274966,42157.49750637483,7.293846042816265e-05,86143.65137810822,86166.0,57429.10091873881,239.28792049474504,57429.10091873881,4.18879020478639,14.5,4.188492343279667,2.0949907997729382,0.0002978615023227851,35793.75483059728,-21035.237864060313,-36534.550994204394,4.1899815995458765,0.0
16,AEHF-3 ,NR,USA,US Air Force,Military,Communications,,GEO,,,35700,35803,0.00122,4.2,1436.1,6169.0,,,2013-09-18,14.0,Lockheed Martin Space Systems,USA,Cape Canaveral,Atlas 5,2013-050A,39256,Third in constellation.,2013,9,18,(Advanced Extremely High Frequency satellite-3 USA 246),,42174,42071,84245,42122.5,103,84244.93703481533,42122.468517407666,7.302938723703489e-05,86036.39637268157,86166.0,,238.98998992411546,,,51.5,,,,,,,,
17,Aeneas,USA,USA,Department of Homeland Security,Government,Technology Development,,LEO,Equatorial,110.0,480,790,0.0221,0.02,97.4,3.0,,,2012-09-13,,University of Southern California,USA,Vandenberg AFB,Atlas 5,2012-048C,38760,Demonsration program to track cargo containers worldwide.,2012,9,13,,1.9198621771937625,7161,6851,14012,7006.0,310,14008.570376737234,7004.285188368617,0.0010766230301603602,5836.0123563804145,5844.0,1783.2259977829044,16.21114543439004,1783.2259977829044,1.9198621771937623,155.0,3.096533399104947,3.0975181217226555,0.000995715446333112,789.6754454594302,6978.798408656565,-616.6219051536724,6.195036243445311,0.0
18,Aerocube 4.5A,USA,USA,Aerospace Corporation,Commercial,Technology Development,,LEO,Non-Polar Inclined,24.0,495,791,0.0211,64.6,97.5,5.0,,,2012-09-13,,Aerospace Corporation,USA,Vandenberg AFB,Atlas 5,2012-048K,38767,,2012,9,13,,0.4188790204786391,7162,6866,14028,7014.0,296,14024.87675525172,7012.43837762586,0.0010747815999136835,5846.0112339885545,5850.0,389.7340822659037,16.238920094412652,389.7340822659037,0.4188790204786391,148.0,3.0943965376825524,3.095381733414212,0.0009956897275815496,790.8306026883329,6984.06523657386,-647.1801942921321,6.190763466828424,0.0
19,Aerocube 4.5B,USA,USA,Aerospace Corporation,Commercial,Technology Development,,LEO,Non-Polar Inclined,230.0,499,792,0.0209,64.6,97.6,5.0,,,2012-09-13,,Aerospace Corporation,USA,Vandenberg AFB,Atlas 5,2012-048L,38768,,2012,9,13,,4.014257279586958,7163,6870,14033,7016.5,293,14029.940840930158,7014.970420465079,0.0010742072292210748,5849.137053132315,5856.0,3736.9486728345346,16.24760292536754,3736.9486728345346,4.014257279586959,146.5,3.998459186433173,2.3004162506832557,0.01579824071260284,741.5243582049452,-781.1135397807456,-6971.3655496082,4.6008325013665115,0.0
20,Aerocube 5A,NR,USA,Aerospace Corporation,Commercial,Technology Development,,LEO,Polar,49.0,443,886,0.0315,120.3,98.0,5.0,,,2013-12-06,2.0,Aerospace Corporation,USA,Vandenberg AFB,Atlas 5,2013-072D,39465,Cubesat to demonstrate new technologies for pointing and tracking between two identical CubeSats and to demonstrate a deorbit device.,2013,12,6,,0.8552113334772214,7257,6814,14071,7035.5,443,14064.024744005537,7032.012372002769,0.0010698586787067144,5872.911471611314,5880.0,799.3685058582065,16.313642976698095,799.3685058582066,0.8552113334772214,221.5,3.1107895561024552,3.1117448977160533,0.0009706255031876849,886.0131192006429,7022.968029677273,-419.5303037066229,6.223489795432107,0.0
21,Aerocube 5B,NR,USA,Aerospace Corporation,Commercial,Technology Development,,LEO,Polar,255.0,443,886,0.0315,120.3,98.0,5.0,,,2013-12-06,2.0,Aerospace Corporation,USA,Vandenberg AFB,Atlas 5,2013-072E,39466,Cubesat to demonstrate new technologies for pointing and tracking between two identical CubeSats and to demonstrate a deorbit device.,2013,12,6,,4.4505895925855405,7257,6814,14071,7035.5,443,14064.024744005537,7032.012372002769,0.0010698586787067144,5872.911471611314,5880.0,4159.978959058014,16.313642976698095,4159.978959058014,4.4505895925855405,221.5,4.420408985508421,1.8928121235027315,0.03017260619675214,728.2925875018509,-5626.159873413478,-4222.1911289320415,3.785624247005463,0.0
22,Aerocube 5C,NR,USA,Aerospace Corporation,Commercial,Technology Development,,LEO,Non-Polar Inclined,243.0,500,802,0.0215,64.78,97.74,2.0,,,2015-10-08,,Aerospace Corporation,USA,Vandenberg AFB,Atlas 5,2015-058B,40965,Demonstrate tracking technologies optical communications and laser communication.,2015,10,8,,4.241150082346221,7173,6871,14044,7022.0,302,14040.752543934388,7020.376271967194,0.0010729454129184246,5856.015815463758,5864.4,3952.810675438037,16.26671059851044,3952.810675438037,4.241150082346222,151.0,4.222178618658202,2.0798808081918225,0.018970137112841696,722.0798225997032,-3686.0255586164053,-5975.381269754273,4.159761616383645,0.0
23,Aerocube 6A,NR,USA,Aerospace Corporation,Commercial,Technology Development,,LEO,Sun-Synchronous,272.0,614,700,0.0061200000000000004,97.98,97.88,5.0,,,2014-06-19,3.0,Aerospace Corporation,USA,Dombarovsky Air Base,Dnepr,2014-033AM,40045,Technology development for cubesat constellation.,2014,6,19,,4.747295565424577,7071,6985,14056,7028.0,86,14055.73690704262,7027.86845352131,0.0010715717009925454,5863.5229927775945,5872.799999999999,4430.21737232085,16.287563868826652,4430.217372320849,4.747295565424577,43.0,4.74117798694071,1.5481253613612047,0.006117502277635325,655.7619167135099,-7020.776837728427,318.5479494180673,3.0962507227224094,0.0
24,Aerocube 6B,NR,USA,Aerospace Corporation,Commercial,Technology Development,,LEO,Sun-Synchronous,58.0,614,700,0.0061200000000000004,97.98,97.88,5.0,,,2014-06-19,3.0,Aerospace Corporation,USA,Dombarovsky Air Base,Dnepr,2014-033AN,40046,Technology development for cubesat constellation.,2014,6,19,,1.0122909661567112,7071,6985,14056,7028.0,86,14055.73690704262,7027.86845352131,0.0010715717009925454,5863.5229927775945,5872.799999999999,944.6787043919459,16.287563868826652,944.6787043919458,1.0122909661567112,43.0,2.9780612626518517,2.97905463008896,0.0009963756974281984,699.4375245410774,6659.918628745641,-2244.5666069097197,5.95810926017792,0.0
25,Aerocube 7A,NR,USA,Aerospace Corporation,Commercial,Technology Development,,LEO,Non-Polar Inclined,322.0,500,802,0.0215,64.6,97.4,2.0,,,2015-10-08,,Aerospace Corporation,USA,Vandenberg AFB,Atlas 5,2015-058C,40966,,2015,10,8,,5.619960191421741,7173,6871,14044,7022.0,302,14040.752543934388,7020.376271967194,0.0010729454129184246,5856.015815463758,5844.0,5237.880812720362,16.26671059851044,5237.880812720361,5.619960191421741,151.0,5.6064953451638315,0.6902687711775316,0.013465938331188535,533.2939331499128,1327.9515988132111,6893.695888279526,1.3805375423550632,0.0
26,Aerocube 8A,NR,USA,Aerospace Corporation,Commercial,Technology Development,,LEO,Non-Polar Inclined,16.0,356,700,0.0249,55.0,95.19,5.0,,,2015-05-20,,Aerospace Corporation,USA,Cape Canaveral,Atlas 5,2015-025J,40659,,2015,5,20,,0.2792526803190927,7071,6727,13798,6899.0,344,13793.71117574962,6896.85558787481,0.0011017667142905188,5702.8273097047,5711.4,253.45899154243114,15.841186971401946,253.45899154243114,0.2792526803190927,172.0,3.101743506889782,3.1027234492973252,0.0009922885038720793,699.648724587265,6878.164270195289,-535.6107245525293,6.2054468985946505,0.0
27,Aerocube 8B,NR,USA,Aerospace Corporation,Commercial,Technology Development,,LEO,Non-Polar Inclined,5.0,356,700,0.0249,55.0,95.19,5.0,,,2015-05-20,,Aerospace Corporation,USA,Cape Canaveral,Atlas 5,2015-025K,40660,,2015,5,20,,0.08726646259971647,7071,6727,13798,6899.0,344,13793.71117574962,6896.85558787481,0.0011017667142905188,5702.8273097047,5711.4,79.20593485700972,15.841186971401946,79.20593485700974,0.08726646259971649,172.0,3.1023549703987343,3.1033198836156144,0.000977070261345485,699.6528771577478,6878.79848834146,-527.4081492693689,6.206639767231229,0.0
28,Aerocube 8C,NR,USA,Aerospace Corporation,Commercial,Technology Development,,LEO,Sun-Synchronous,181.0,573,585,0.000863,98.0,96.23,2.0,,,2016-11-11,,Aerospace Corporation,USA,Vandenberg AFB,Atlas 5,2016-067D,41851,,2016,11,11,,3.1590459461097367,6956,6944,13900,6950.0,12,13899.99482014292,6949.99741007146,0.0010896616293740286,5766.18019557966,5773.8,2899.1072649997736,16.0171672099435,2899.1072649997736,3.159045946109737,6.0,3.159030897667809,3.124169451466894,1.5048447528908799e-05,584.996938072939,6945.780832146871,-242.13340968363312,6.248338902933788,0.0
29,Aerocube 8D,NR,USA,Aerospace Corporation,Commercial,Technology Development,,LEO,Sun-Synchronous,101.0,572,584,0.0008640000000000001,98.0,96.23,2.0,,,2016-11-11,,Aerospace Corporation,USA,Vandenberg AFB,Atlas 5,2016-067E,41852,,2016,11,11,,1.7627825445142729,6955,6943,13898,6949.0,12,13897.994819397509,6948.997409698754,0.0010898968504483996,5764.935741024109,5773.8,1617.3847495650973,16.013710391733635,1617.384749565097,1.7627825445142729,6.0,1.7636305306026567,1.7644784462954182,0.0008479858967179223,579.1506022974982,-6434.134217487143,-2624.9786159812866,3.5289568925908363,0.0
30,Afghansat-1 ,France,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,,GEO,,48.0,35764,35808,0.000522,0.12,1436.08,3460.0,1555.0,7000.0,2008-12-20,15.0,EADS Astrium,France,Guiana Space Center,Ariane 5,2008-065B,33460,30 Ku-band transponders.,2008,12,20,(Eutelsat 28B Eutelsat 48B Eutelsat W2M Eutelsat 48D),0.8377580409572782,42179,42135,84314,42157.0,44,84313.98851910637,42156.99425955318,7.293975805388373e-05,86142.11885016024,86164.79999999999,11485.615846688035,239.28366347266734,11485.615846688033,0.8377580409572781,22.0,0.8381460980991727,0.8385342229875344,0.00038805714607365103,35771.281489900495,-4471.685598273197,41919.16266286614,1.6770684459750689,0.0
31,Afristar ,USA,USA,1Worldspace,Commercial,Communications,,GEO,,20.97,35770,35802,0.00037999999999999997,0.03,1436.09,2704.0,1530.0,5500.0,1998-10-28,15.0,Matra Marconi Space-France,France,Guiana Space Center,Ariane 44L,1998-063A,25515,First WorldSpace satellite; digital audio and multi-media communications  to Africa Middle East Asia Latin America and Caribbean.,1998,10,28,,0.3659955441432109,42173,42141,84314,42157.0,32,84313.99392746142,42156.99696373071,7.293975805388373e-05,86142.11885016024,86165.4,5017.778423021835,239.28366347266734,5017.778423021834,0.36599554414321084,16.0,0.36613158646532773,0.36626765292998475,0.0001360423298412688,35771.04213517256,31342.940774440973,28192.775636988627,0.7325353058599695,0.0
32,AIM ,USA,USA,Center for Atmospheric Sciences Hampton University/NASA,Government,Earth Observation,Earth Science,LEO,Sun-Synchronous,301.0,544,552,0.0005780000000000001,97.9,96.2,215.0,197.0,216.0,2007-04-25,2.0,Orbital Sciences Corp.,USA,Vandenberg AFB,Pegasus XL,2007-015A,31304,Study noctilucent clouds (NLC) in the polar mesosphere. In 2011 the mission was extended through FY 2012.,2007,4,25,(Aeronomy of Ice in Mesosphere),5.253441048502932,6923,6915,13838,6919.0,8,13837.997687526906,6918.998843763453,0.0010969930325112468,5727.643768890727,5772.0,4788.946595655858,15.91012158025202,4788.946595655858,5.253441048502931,4.0,5.252945458269874,1.0307355128299054,0.0004955902144187736,545.9419681218606,-3260.3787216086903,6102.66164427214,2.0614710256598108,0.0
33,AISat-1,Germany,Germany,German Aerospace Center (DLR),Government,Communications,Automatic Identification System (AIS),LEO,Sun-Synchronous,358.0,643,660,0.00121,98.25,97.76,14.0,,,2014-06-30,,German Aerospace Center (DLR),Germany,Satish Dhawan Space Centre,PSLV-CA,2014-034B,40054,Satellite equipped with AIS tracking.,2014,6,30,,6.2482787221397,7031,7014,14045,7022.5,17,14044.989711637385,7022.4948558186925,0.0010728308248464052,5856.64129111795,5865.6,5824.104395056183,16.268448030883192,5824.1043950561825,6.248278722139698,8.5,6.248236442621636,0.034991169670417925,4.227954895048514e-05,643.0079638254165,7005.310572636525,491.0495673939862,0.06998233934083585,0.0
34,AISSat-1 ,Norway,Norway,Norwegian Coastal Admnistration,Government,Communications,Automatic Identification System (AIS),LEO,Sun-Synchronous,258.0,615,632,0.00122,98.0,97.2,6.0,,,2010-07-12,3.0,Kongsberg Seatex AS/University of Toronto Institute for Aerospace Studies,Canada,Satish Dhawan Space Centre,PSLV,2010-035C,36797,Equipped with instrument that receives and forwards Automatic Identification System (AIS) signals; will demonstrate maritime ship-tracking technologies.,2010,7,12,(Automatic Identification System Satellite-1),4.50294947014537,7003,6986,13989,6994.5,17,13988.989670451545,6994.4948352257725,0.0010792793142206279,5821.648969263176,5832.0,4172.181761305275,16.171247136842155,4172.181761305276,4.50294947014537,8.5,4.501756432689125,1.7826217592619085,0.0011930369288806594,625.2841275526416,-6376.145492638707,-2875.3759226818374,3.565243518523817,0.0
35,AISSat-2 ,Norway,Norway,Norwegian Coastal Admnistration,Government,Communications,Automatic Identification System (AIS),LEO,Sun-Synchronous,249.0,625,631,0.000429,98.4,97.27,6.0,,,2014-07-08,3.0,Kongsberg Seatex AS/University of Toronto Institute for Aerospace Studies,Norway/Canada,Baikonur Cosmodrome,Soyuz-2.1b,2014-037G,40075,Second in the series.,2014,7,8,(Automatic Identification System Satellite-2),4.34586983746588,7002,6996,13998,6999.0,6,13997.998714101956,6998.999357050978,0.0010782385992252192,5827.268019985967,5836.2,4030.52704715696,16.18685561107213,4030.52704715696,4.345869837465879,3.0,4.34546939302718,1.9381163277601976,0.00040044442203372244,629.0771476287609,-5193.76273574332,-4691.569630821147,3.876232655520395,0.0
36,AIST-1,Russia,Russia,Samara State Aerospace University SGAU,Civil,Technology Development,,LEO,Polar,162.0,599,626,0.00193,82.4,96.9,,,,2013-12-28,,TsSKB Progress,Russia,Plesetsk Cosmodrome,Soyuz 21v,2013-078C,39492,Designed to measure the Earths geomagnetic field and test out a new satellite design.,2013,12,28,,2.827433388230814,6997,6970,13967,6983.5,27,13966.973902746435,6983.486951373217,0.0010818303444228323,5807.921121432151,5814.0,2613.564504644468,16.13311422620042,2613.564504644468,2.827433388230814,13.5,2.8280286983150353,2.828623462867675,0.0005953110170182195,625.3209643228101,5659.524200428774,-4091.331753984936,5.65724692573535,0.0
37,AIST-2,Russia,Russia,Samara State Aerospace University SGAU,Civil,Technology Development,,LEO,Non-Polar Inclined,173.0,558,582,0.00173,64.88,96.06,53.0,,,2013-04-19,3.0,Samara State Aerospace University SGAU,Russia,Baikonur Cosmodrome,Soyuz 2.1a,2013-015D,39133,Designed to measure the Earths geomagnetic field and test out a new satellite design.,2013,4,19,,3.01941960595019,6953,6929,13882,6941.0,24,13881.979253694337,6940.989626847168,0.0010917816696436869,5754.983328516738,5763.6,2765.589210648321,15.986064801435383,2765.589210648321,3.01941960595019,12.0,3.019630078510828,3.0198403706718637,0.0002104728678251494,581.9187324519289,6736.233330516772,-1673.509230886464,6.0396807413437275,0.0
38,AIST-2D,Russia,Russia,Samara State Aerospace University,Civil,Technology Development,,LEO,Sun-Synchronous,150.0,471,486,0.0011,97.28,94.18,531.0,,,2016-04-27,,Samara State Aerospace University/TsSKB Progress,Russia,Vostochny Cosmodrome,Soyuz 2.1a,2016-026B,41465,Aist 2D also carries an innovative radar operating in P-band a wavelength that penetrates through forest canopies and Earths surface to study underground structures.,2016,4,27,,2.6179938779914944,6857,6842,13699,6849.5,15,13698.99178771927,6849.495893859635,0.0011137316460840493,5641.561258739177,5650.8,2350.6505244746572,15.671003496497715,2350.6505244746572,2.617993877991494,7.5,2.6185433545447747,2.619092569485678,0.0005494767474111521,485.0270941202152,3437.776247835005,-5924.297649468676,5.238185138971356,0.0
